"File","SizeinKB","LastModified","Hash"
"C:\Data\sysint\ADInsight.exe","1025.04","10/8/2013 10:59:48 AM","E8E036E259B4F53763DADABAE1D9FB9E"
"C:\Data\sysint\adrestore.exe","146.8","10/8/2013 10:59:48 AM","03B7E47241775016B74BEC1B10894974"
"C:\Data\sysint\Autologon.exe","145.37","10/8/2013 10:59:48 AM","85CF5AB3417AA5ED266275A91E8FE385"
"C:\Data\sysint\autoruns.chm","48.36","10/8/2013 10:59:48 AM","6080566F2C5204DC3F2D293907BC4C04"
"C:\Data\sysint\autoruns.exe","645.69","10/8/2013 10:59:48 AM","A6E0D27AF296C251D4F0C62D018D5DA5"
"C:\Data\sysint\autorunsc.exe","565.69","10/8/2013 10:59:48 AM","6677B6017E5D470CF99EF60D1802BCCC"
"C:\Data\sysint\Bginfo.exe","827.19","10/8/2013 10:59:48 AM","3652BA8B882BF6C69AF70CE73CF0D616"
"C:\Data\sysint\Cacheset.exe","150.8","10/8/2013 10:59:48 AM","99936EC7843663C081BA7AD33AAB9D17"
"C:\Data\sysint\Clockres.exe","148.38","10/8/2013 10:59:48 AM","06B47FA5BFAA916CD68B38DCD3ABE68B"
"C:\Data\sysint\Contig.exe","203.09","10/8/2013 10:59:48 AM","A0B73982F48399E2B9FC99D54A2DC493"
"C:\Data\sysint\Coreinfo.exe","1444.59","10/8/2013 10:59:48 AM","8CE67CCD19AD85FED77326E8C7550FAF"
"C:\Data\sysint\ctrl2cap.amd.sys","9.87","10/8/2013 10:59:48 AM","7D2E1E3EFC4A39D9A6FB916951C64D4F"
"C:\Data\sysint\ctrl2cap.exe","146.8","10/8/2013 10:59:48 AM","C100EA4F0C45C916C795860FD1EB74CC"
"C:\Data\sysint\ctrl2cap.nt4.sys","2.8","10/8/2013 10:59:48 AM","4F4A4117FAE1C8A5DEE6C89BC39902C2"
"C:\Data\sysint\ctrl2cap.nt5.sys","2.77","10/8/2013 10:59:48 AM","B6802359522385FF0F561C8CF2DE46F4"
"C:\Data\sysint\dbgview.chm","66.93","10/8/2013 10:59:48 AM","C7517AF60D377F3FEAAE84DBC279E0E9"
"C:\Data\sysint\Dbgview.exe","457.09","10/8/2013 10:59:48 AM","BAACA87FE5AC99E0F1442B54E03056F4"
"C:\Data\sysint\Desktops.exe","114.09","10/8/2013 10:59:48 AM","1B389656D41D458413FB9E09F42105F5"
"C:\Data\sysint\Disk2vhd.chm","39.73","10/8/2013 10:59:48 AM","4071D250EFC7F7614424EBA635C65BB3"
"C:\Data\sysint\disk2vhd.exe","1725.69","10/8/2013 10:59:48 AM","742D7D1AC55F805178027404365F083E"
"C:\Data\sysint\diskext.exe","85.38","10/8/2013 10:59:48 AM","C3D3A06D3AEE0F6CB2FBB26B97CB1483"
"C:\Data\sysint\Diskmon.exe","218.8","10/8/2013 10:59:48 AM","0942C078FE8941282372BB6B5D73E2C8"
"C:\Data\sysint\DISKMON.HLP","9.3","10/8/2013 10:59:48 AM","F5768E7AB96D77E06006E1B8858E5238"
"C:\Data\sysint\DiskView.exe","567.37","10/8/2013 10:59:48 AM","16CCD5F530A930D9A03E3E06A6E1EC1B"
"C:\Data\sysint\DMON.SYS","11.45","10/8/2013 10:59:48 AM","E2B37C19D129357266FD94DD1443D6C9"
"C:\Data\sysint\du.exe","218.19","10/8/2013 10:59:48 AM","96EF10196A343B237A21A06C66FE02C0"
"C:\Data\sysint\efsdump.exe","142.8","10/8/2013 10:59:48 AM","4CEF8412C762F4840349E5622A05A307"
"C:\Data\sysint\Eula.txt","6.84","10/8/2013 10:59:48 AM","D22FF2CC70FA2EEC94AAA6C6F49E6EB0"
"C:\Data\sysint\FindLinks.exe","100.8","10/8/2013 10:59:48 AM","22E730E83572055FE9ABEA2F32711BF0"
"C:\Data\sysint\handle.exe","452.09","10/8/2013 10:59:48 AM","C8AE5979CE001F5FF34AC1D105839C1C"
"C:\Data\sysint\hex2dec.exe","146.8","10/8/2013 10:59:49 AM","7CDC143C63324081739B6D8607E7523C"
"C:\Data\sysint\junction.exe","146.87","10/8/2013 10:59:49 AM","F1F23D4DF41C5DA5444C97781FF2CAB7"
"C:\Data\sysint\ldmdump.exe","150.8","10/8/2013 10:59:49 AM","202119E519DD179DE64AFD195F0DDA42"
"C:\Data\sysint\Listdlls.exe","508.3","10/8/2013 10:59:49 AM","5245F11D3664BB6C5956E58C83BB8C5F"
"C:\Data\sysint\livekd.exe","527.09","10/8/2013 10:59:49 AM","70683F0FA51ABA666D553BF2FC912417"
"C:\Data\sysint\LoadOrd.exe","150.8","10/8/2013 10:59:49 AM","C5FCD6981ECD9C78DCA0475C813D475A"
"C:\Data\sysint\logonsessions.exe","255.37","10/8/2013 10:59:49 AM","68767E20FD31D5348F5979C00AFE4F7F"
"C:\Data\sysint\movefile.exe","127.11","10/8/2013 10:59:49 AM","5789A1D0CF66DA36827A48F720181E16"
"C:\Data\sysint\ntfsinfo.exe","119.8","10/8/2013 10:59:49 AM","C8F3A485E66CBCD3731B22991C85002E"
"C:\Data\sysint\pagedfrg.exe","210.87","10/8/2013 10:59:49 AM","24898BA51CBAAD01A046541CC0A8D26F"
"C:\Data\sysint\pagedfrg.hlp","8.22","10/8/2013 10:59:49 AM","1F83A0D30804C23E84C23039B59C7C42"
"C:\Data\sysint\pendmoves.exe","127.59","10/8/2013 10:59:49 AM","CF357A32FAAAD2DAE62CAFFA0B6A3F33"
"C:\Data\sysint\pipelist.exe","146.8","10/8/2013 10:59:49 AM","1F338BDD92F08803A2AC7022A34D98FD"
"C:\Data\sysint\PORTMON.CNT","0.41","10/8/2013 10:59:49 AM","9CE4AEEC4F31E144D51F3367316D9459"
"C:\Data\sysint\portmon.exe","440.81","10/8/2013 10:59:49 AM","1276ACF39B37A99EA14E760870025584"
"C:\Data\sysint\PORTMON.HLP","42.41","10/8/2013 10:59:49 AM","D790A889CBF0AA672376994794FF2D9A"
"C:\Data\sysint\procdump.exe","467.19","10/8/2013 10:59:49 AM","F5E098D53CAF76F39669E44A1BF478B6"
"C:\Data\sysint\procexp.chm","70.46","10/8/2013 10:59:49 AM","475AE5061422FF073557D61FCEA2B713"
"C:\Data\sysint\procexp.exe","2733.69","10/8/2013 10:59:49 AM","08454A5469CDF1FFA8B090C61318747E"
"C:\Data\sysint\procmon.chm","62.09","10/8/2013 10:59:49 AM","713906DE48013C249228D5FF19E333EB"
"C:\Data\sysint\Procmon.exe","2430.69","10/8/2013 10:59:49 AM","3E771376F492D586F7131DE418B0F2C8"
"C:\Data\sysint\PsExec.exe","372.87","10/8/2013 10:59:49 AM","AEEE996FD3484F28E5CD85FE26B6BDCD"
"C:\Data\sysint\psfile.exe","102.8","10/8/2013 10:59:49 AM","CB623488009F084EC53CB62E45CBCF72"
"C:\Data\sysint\PsGetsid.exe","325.37","10/8/2013 10:59:49 AM","77A97D664051207868E452E0AAA2814F"
"C:\Data\sysint\PsInfo.exe","381.37","10/8/2013 10:59:49 AM","53E433146F2060B01E80128652D63C36"
"C:\Data\sysint\pskill.exe","457.61","10/8/2013 10:59:49 AM","B5891462C9CA5BDDFE63D3BAE3C14E0B"
"C:\Data\sysint\pslist.exe","226.79","10/8/2013 10:59:49 AM","AD06AA36E330434560593590330222E6"
"C:\Data\sysint\PsLoggedon.exe","178.87","10/8/2013 10:59:49 AM","08DADAC8C7A951CBEC90C10026BA74B3"
"C:\Data\sysint\psloglist.exe","173.87","10/8/2013 10:59:49 AM","328BA584BD06C3083E3A66CB47779EAC"
"C:\Data\sysint\pspasswd.exe","167.59","10/8/2013 10:59:49 AM","4B4FE73480C883BFD8A0432DD6AC0F1E"
"C:\Data\sysint\psping.exe","163.13","10/8/2013 10:59:49 AM","DCE4801C688E0567C025AE57785FF66F"
"C:\Data\sysint\PsService.exe","165.87","10/8/2013 10:59:49 AM","957F4B5AA7CA2A7AE86F2665712ADE2E"
"C:\Data\sysint\psshutdown.exe","202.8","10/8/2013 10:59:49 AM","6AA0305AF2C055AC6C94B5D24F6CEC35"
"C:\Data\sysint\pssuspend.exe","182.8","10/8/2013 10:59:49 AM","99704950CD6DF2534F54C6514B46AF5A"
"C:\Data\sysint\Pstools.chm","65.02","10/8/2013 10:59:49 AM","009AC2BE60F92DC2C41B094CE2D3857C"
"C:\Data\sysint\psversion.txt","0.04","10/8/2013 10:59:49 AM","2149051BDB4C98E4BF0EDC7185104E07"
"C:\Data\sysint\RAMMap.exe","547.69","10/8/2013 10:59:49 AM","A05B863C503811262509CCBE0846F092"
"C:\Data\sysint\readme.txt","7.72","10/8/2013 10:59:49 AM","81000E8B26992B0B590B491A1BBAABBC"
"C:\Data\sysint\RegDelNull.exe","158.8","10/8/2013 10:59:49 AM","9538AD0B64F6B80EDEBED22314272054"
"C:\Data\sysint\regjump.exe","146.8","10/8/2013 10:59:49 AM","781D276DC4EC4523CEAB73D554FC9777"
"C:\Data\sysint\RootkitRevealer.chm","99.77","10/8/2013 10:59:49 AM","F0F3E20B031C0C87586B8DA9020195E8"
"C:\Data\sysint\RootkitRevealer.exe","326.88","10/8/2013 10:59:49 AM","EE738FE9BCDD605821002CEC8C7206DB"
"C:\Data\sysint\ru.exe","147.19","10/8/2013 10:59:50 AM","1389548F9D297B965FFF3C3EC1A97C9A"
"C:\Data\sysint\sdelete.exe","152.09","10/8/2013 10:59:49 AM","E189B5CE11618BB7880E9B09D53A588F"
"C:\Data\sysint\ShareEnum.exe","254.86","10/8/2013 10:59:49 AM","03CA4E59B10AFF8F2257DCFAF13CD309"
"C:\Data\sysint\ShellRunas.exe","101.04","10/8/2013 10:59:49 AM","6C7C5345ED337ED6B04E322A1DE6DA40"
"C:\Data\sysint\sigcheck.exe","230.19","10/8/2013 10:59:49 AM","4E3938B743016AB71CED77F1ADA26367"
"C:\Data\sysint\streams.exe","85.38","10/8/2013 10:59:49 AM","9C2318174AFD1535B1F33AFE3D34A255"
"C:\Data\sysint\strings.exe","88.19","10/8/2013 10:59:49 AM","9688809718A789372CDEF58C0DCF1E73"
"C:\Data\sysint\sync.exe","146.8","10/8/2013 10:59:49 AM","88C710CE9D39CD2B07F764DA84CB5F1F"
"C:\Data\sysint\Tcpvcon.exe","194.87","10/8/2013 10:59:49 AM","0D9540F8ED3EC25CF65B21454BD72123"
"C:\Data\sysint\tcpview.chm","40.11","10/8/2013 10:59:49 AM","7C7391C141855714934040205BA6DF3B"
"C:\Data\sysint\Tcpview.exe","293.78","10/8/2013 10:59:49 AM","9AA5A93712C584ACDCAA7EEF9D25EF4D"
"C:\Data\sysint\TCPVIEW.HLP","7.8","10/8/2013 10:59:49 AM","C183C33BFFE69A1B69C8CD23F736AC21"
"C:\Data\sysint\Vmmap.chm","50.53","10/8/2013 10:59:49 AM","46B38747311387E640B4322F6C03137C"
"C:\Data\sysint\vmmap.exe","1031.63","10/8/2013 10:59:49 AM","7DB44248B8FD94887D274F31A89BFEE6"
"C:\Data\sysint\Volumeid.exe","150.8","10/8/2013 10:59:49 AM","0D1E78E6077BECDA50298DFB8D0AD439"
"C:\Data\sysint\whois.exe","141.59","10/8/2013 10:59:49 AM","6709CD2E10B658170309A7A171C9F678"
"C:\Data\sysint\Winobj.exe","712.37","10/8/2013 10:59:49 AM","FEF8118EDF7918D3C795D6EF03800519"
"C:\Data\sysint\WINOBJ.HLP","7.47","10/8/2013 10:59:49 AM","52C9916A910087F024F6B34A445CD529"
"C:\Data\sysint\ZoomIt.exe","582.19","10/8/2013 10:59:49 AM","5DCE776587B94996789F81CA11867ED7"
"C:\docs\A365 Consultancy Documentation.zip","23084.92","1/17/2014 8:42:00 AM","FBD00DABC9FB8F72695B121710F24EA3"
"C:\docs\A365\AAM Citrix Work Schedule.xlsx","24.84","1/17/2014 12:43:02 PM","80D4EC659E1D302D019C565030B402BE"
"C:\docs\A365\AAM Existing Config Doc.docx","114.06","1/17/2014 12:45:02 PM","D440E617C9B32BDD7800C4756672A29A"
"C:\docs\A365\AAM Presentation Server 4 Existing Config.docx","195.45","1/17/2014 12:41:58 PM","4FD3221FF521C6604FB34C1D007AED1C"
"C:\docs\A365\AAM XenApp 5 Existing Config.docx","231.19","1/17/2014 12:39:06 PM","8CEB26876472F4B2FEF4EC951685A181"
"C:\docs\A365\AAM XenApp 6 Existing Config.docx","168.73","1/17/2014 12:39:22 PM","EDAC64F372DA2EE776EEC99772C99FC8"
"C:\docs\A365\Advanced 365 SOW Citrix Role.doc","107","1/17/2014 12:45:08 PM","4571612775C69705CD4429E5DC6DDD02"
"C:\docs\A365\Application Information - XenApp 5.xlsx","48.31","1/17/2014 12:43:52 PM","1328E7DC750FE3BDF53CFBB6EB7B0EC8"
"C:\docs\A365\Application Information - XenApp 6.xlsx","33.24","1/17/2014 12:43:30 PM","3D0D426C0AFB1BC284F732FBA559A113"
"C:\docs\A365\Citrix Presentation Server 4.0 Diagram v1.0.vsd","663.5","1/17/2014 12:45:24 PM","32D54D6A345640B520BA3CD3E29FC209"
"C:\docs\A365\Citrix schedule - Condecco.xlsx","22.49","1/17/2014 12:43:14 PM","202D97C873AA4E0EC3224FEFCB7B1E11"
"C:\docs\A365\Citrix schedule - Java7.4.xlsx","24.98","1/17/2014 12:42:50 PM","1EFCF6315A6532F24F36DC45160CB14F"
"C:\docs\A365\Citrix XenApp 5.0 Diagram v3.0.vsd","1272.5","1/17/2014 12:44:18 PM","540B113CD8C1D96D969871F0BCE208E9"
"C:\docs\A365\Citrix XenApp 6.0 Diagram v2.0.vsd","712.5","1/17/2014 12:45:16 PM","F3E589FE32C128626059BE0452420873"
"C:\docs\A365\Server Information - XenApp 5.xlsx","23.92","1/17/2014 12:44:10 PM","0BF8E28D54398D455A45933435C978D6"
"C:\docs\A365\Server Information - XenApp 6.xlsx","19.25","1/17/2014 12:43:40 PM","AE6A346AA07DF615E138EB33B3BE2BC0"
"C:\docs\A365\Server Information.xlsx","33.23","1/17/2014 12:44:46 PM","DF6BF058171C45704B331F6F87D65F12"
"C:\docs\A365\XenApp 5 Application Information - Citrix Report.xlsx","34.39","1/17/2014 12:44:26 PM","49CFEC1AF8FBA6492CA7D6F133F021D4"
"C:\docs\A365\AD\AAM Active Directory Health Check v1-0.doc","3370","1/17/2014 12:54:02 PM","755FDEDE4F06EBDEE11CDCEA8CD06CFF"
"C:\docs\A365\AD\AAM DHCP Review.docx","82.05","1/17/2014 12:51:02 PM","61A5F9B9EBDCDC5FF147094AD4793B1D"
"C:\docs\A365\AD\AAM Group Policy Guidelines.docx","116.6","1/17/2014 12:53:02 PM","97FAF299DAAF08A9B32ECF8FC8F27CE3"
"C:\docs\A365\AD\AAM High Level Architecture Document.dotx","87.12","1/17/2014 12:48:48 PM","80867D2C2045B8317599D604E2A897C2"
"C:\docs\A365\AD\AAM Naming Standards.docx","98.11","1/17/2014 12:51:14 PM","1F46A0D0EA54E099D2CFC23FE9455543"
"C:\docs\A365\AD\Active Directory Remediation Plan.docx","498.2","1/17/2014 12:48:38 PM","67C96969C74763BD70D9832889D962EF"
"C:\docs\A365\AD\Active Directory Replication Remediation.docx","75.92","1/17/2014 12:48:18 PM","6900B4DEEA4E475B837BBE1256E53D23"
"C:\docs\A365\Build\AAM Hardened Build.docx","6185.32","1/17/2014 12:50:46 PM","8858C4B68B1C92CCDC1375E2AD30F3C8"
"C:\docs\A365\Build\AAM Hardened Build_Reviewed.docx","6187.11","1/17/2014 12:48:28 PM","CF9F858160F254CEAAA93EAB8836CAC5"
"C:\docs\A365\DR\AAM Messaging Infrastructure Disaster Recovery.docx","76.3","1/17/2014 12:52:08 PM","DED23D60C448184F9CEEBE7C8F0C2442"
"C:\docs\A365\DR\Blackberry Enterprise 5 DR procedure.docx","232.8","1/17/2014 12:51:54 PM","FE39DC2A58CA482B906330398A1CF5A5"
"C:\docs\A365\DR\Exchange 2010 DR procedure.docx","155.16","1/17/2014 12:51:38 PM","A69D85EA03402E7AC4C6328E226F4753"
"C:\docs\A365\DR\Good Technologies DR procedure.docx","394.17","1/17/2014 12:51:28 PM","56CAEA84A547714179A9A6875B37F1C1"
"C:\docs\A365\DR\Lync 2010 DR procedure.docx","416.83","1/17/2014 12:51:44 PM","B181E5F93FD8F58CEF081881FD273119"
"C:\docs\A365\DR\PBS2_AAM_Exchange_2010_Test_Plan_V1 02.docx","452.03","1/17/2014 12:52:16 PM","11FBF11B8EC31BD111A0029079A364A7"
"C:\docs\A365\DR\PBS4 AAM Lync 2010 Test Plan v2-00.docx","427.83","1/17/2014 12:52:38 PM","8F293C6711B287FCEE288AF86872CDAC"
"C:\docs\A365\DR\PBS7 AAM Enterprise Vault Test Plan V1-01 20120530.docx","413.1","1/17/2014 12:52:26 PM","6D47677556786ED878DEC69274A373DD"
"C:\docs\A365\DR\SQL Mirror failover procedure.docx","174.11","1/17/2014 12:52:00 PM","95D6128B34B75F6FCEFA7651F1FB0199"
"C:\docs\A365\Exchange\Aberdeen Asset Management - Exchange 2010 Detailed Design V1.04.docx","2666.67","1/17/2014 12:54:20 PM","E7B1B7241E558C3BDA6EF84C7CF67585"
"C:\downloads\10747ac-administering-system-center-2012-configuration-manager.bdb2","95571.47","12/19/2013 3:50:57 PM","72A46E31B959BA7387436A46018579B0"
"C:\downloads\1756_Patch_TWP.docx","615.34","12/4/2013 5:08:23 PM","95F14938D96C6249A7715209DCF9E85B"
"C:\downloads\2-027.pptx","1499.48","11/4/2013 10:56:23 AM","F9AFD87FC7C446EEC3B4C0AA7026A24E"
"C:\downloads\2391-3223-1-PB.pdf","651.46","12/30/2013 9:41:54 AM","D3C53D2C360DC290108C5957C4A2D67E"
"C:\downloads\3204_Patch_Mgmt_TCS.docx","435.17","12/10/2013 11:52:32 AM","19FB3ABBA9CE899B91473755E7BE4E17"
"C:\downloads\424664_intl_i386_zip.exe","13457.4","12/5/2013 12:44:25 PM","A09EAACD491B6AEEEC0847FDE4C50C89"
"C:\downloads\43024.zip","44.91","1/27/2014 11:12:10 AM","3D920B1A31A557F8CA13FFDEFDC9F78F"
"C:\downloads\5287.ZipLogFileTest.zip","690.76","10/29/2013 3:26:28 PM","6B07626EE1D4ABCAF49D439D5ABDEF23"
"C:\downloads\7z920-x64.msi","1344.5","1/22/2014 3:47:34 PM","CAC92727C33BEC0A79965C61BBB1C82F"
"C:\downloads\7z920.exe","1084.45","1/22/2014 3:47:37 PM","B3FDF6E7B0AECD48CA7E4921773FB606"
"C:\downloads\93906022000.pdf","103.77","12/26/2013 1:45:20 PM","8D71C9FD46B87F36272DE3B21602ED5F"
"C:\downloads\9780735682986_files.zip","302.04","11/19/2013 8:28:06 AM","E4689F0D08F74E9EA087E975A9CD2EFE"
"C:\downloads\9781118026694_download.zip","3660.29","12/31/2013 11:11:34 AM","35CC1CA3A627A1E23CB970825479C61E"
"C:\downloads\9pc.tar.gz","14.92","1/15/2014 1:47:13 PM","9881B4761F57CC8442B62D678A490BEC"
"C:\downloads\Aberdeen Windows 7 Clients.MSI","4528","4/9/2013 12:00:55 PM","DF68FA80346D1234D53477491C2ABAC3"
"C:\downloads\Account Lockout.zip","1.28","12/26/2013 9:50:05 AM","87555F2894DBE9B45697FD6A8AEE3803"
"C:\downloads\ACT 5.6 Deployment Guide.zip","1344.66","1/24/2014 4:24:55 PM","FF0EAF17B73BEA474DF8787C0C390358"
"C:\downloads\ACT 5.6 ReadMe.zip","493.85","1/24/2014 4:24:55 PM","8014762530B39896084B1A355E6F3CB6"
"C:\downloads\ActiveSyncTester.exe","781.95","11/13/2013 11:34:47 AM","09FE7CF9335613C4C1B6E53FAD5B2299"
"C:\downloads\ACT_FAQ.zip","543.16","1/24/2014 4:24:55 PM","3A3F0D1C22830B0F3EC74869CE0F0109"
"C:\downloads\AD-Schema_Discover-1.0.ps1","40.8","12/3/2013 1:47:45 PM","0DB2C94750C0C7FEB899E4C03C173C08"
"C:\downloads\adcsv.pl","4.7","12/10/2004 12:09:20 AM","15CAC1AFBBB09047DE6E032D18A4A878"
"C:\downloads\addisonwesleythepracticeofsystemandnetworkadministration2ndeditionjul2007.pdf","6029.37","10/21/2013 2:48:21 PM","4FFB6544EDB933450A5416DB4823024D"
"C:\downloads\AdFind (1).zip","472.97","12/20/2013 4:11:49 PM","517B48D1D1AAC362BCABD9A355C21BF3"
"C:\downloads\AdFind.exe","1295","10/31/2012 9:50:40 PM","FF3DAD91B266FEE1EA107A2C9964349A"
"C:\downloads\AdFind.zip","472.97","10/16/2013 12:09:43 PM","517B48D1D1AAC362BCABD9A355C21BF3"
"C:\downloads\adhealth.doc","71.87","12/26/2013 5:25:43 PM","537215C8E15EE406396E7986A3557D06"
"C:\downloads\adksetup (1).exe","1401.28","12/18/2013 3:05:15 PM","62F056775FD56155DB51EBBB6111B999"
"C:\downloads\adksetup.exe","1190.58","10/28/2013 2:52:00 PM","EB1F89D8067863DCE5607727A1D15BFD"
"C:\downloads\AdMod.exe","1291.5","3/19/2012 7:48:42 PM","C64665B4D245DAB287317E28B7F6ECD5"
"C:\downloads\AdMod.zip","539.48","12/20/2013 4:11:42 PM","080007026E53F2D423CA585DADA08633"
"C:\downloads\AllCurrentScriptFiles.zip","725.5","1/8/2014 9:32:01 AM","E0CE4384A6C40BB276E4D37E8FAB6FDE"
"C:\downloads\api-monitor-v2r13-setup-x64.exe","7068.33","12/30/2013 10:34:54 AM","4A28E73E58EE1F56F342A5D8EB754D04"
"C:\downloads\appcrashview (1).zip","45.43","11/26/2013 11:56:25 AM","1FD0292021F450A05A925DFFFCDDD034"
"C:\downloads\appcrashview.zip","45.43","10/24/2013 3:50:22 PM","1FD0292021F450A05A925DFFFCDDD034"
"C:\downloads\ApplicationCompatibilityToolkitSetup.exe","12512.3","1/24/2014 4:25:24 PM","50AF5F196AB7C5E472672DFDDA346E58"
"C:\downloads\ARC334.ppt","2592","1/23/2014 4:38:12 PM","FC91F639EB321AF1144C87E46186A32B"
"C:\downloads\Associated_SCAP_Content_for_Apple_iOS_5.ZIP","28.68","11/5/2013 10:44:08 AM","B04B54242F10E5EDCF3D54C26E044D15"
"C:\downloads\atmcie.msi","16271","10/11/2013 9:40:49 AM","179B1DD5942E4A9B09CF2D31262CC084"
"C:\downloads\Audit-ADTrusts.ps1","12.45","12/3/2013 1:50:41 PM","11FA20F5DCF141AA348C458F602A11CD"
"C:\downloads\Autodefragment.zip","5.64","11/15/2013 1:00:48 PM","3B4B6AB50AFB65D403DD98293CBD4438"
"C:\downloads\Autoruns.psm1","3.13","1/28/2014 3:22:43 PM","DD5CE1C95F51A224CE00AFABEA625BC9"
"C:\downloads\autorunsc.exe","565.69","1/28/2014 3:19:45 PM","6677B6017E5D470CF99EF60D1802BCCC"
"C:\downloads\backdoor_description.pptx","1941.04","1/2/2014 11:44:42 AM","3DD634A852CFA221A64E2026BF858B13"
